Source,company,Headline,Date
The Economic Times,META,"Apple, Meta likely to face modest fines over DMA breaches, sources say","11 Mar, 2025, 01.20 AM IST"
The Economic Times,META,"Elon Musk’s X refuses to join Centre’s Sahyog portal, cites own system for law enforcement coordination","19 Mar, 2025, 11.31 AM IST"
The Economic Times,META,"‘Meta will launch community notes-based fact checker in the US first’, says company's senior executive","19 Mar, 2025, 08.16 AM IST"
The Economic Times,META,Former Meta official's 'explosive' memoir about the social media giant to be published next week,"05 Mar, 2025, 07.52 PM IST"
The Economic Times,META,Advocates say online erasure of women's health is 'dangerous',"18 Mar, 2025, 03.41 PM IST"
The Economic Times,META,Meta must face lawsuit claiming it prefers cheaper foreign workers,"26 Feb, 2025, 07.17 AM IST"
The Economic Times,META,Meta reduces stock options for staff despite trading at record highs: Report,"21 Feb, 2025, 02.02 PM IST"
The Economic Times,META,Meta in talks to raise $35 billion for data-center financing led by Apollo,"28 Feb, 2025, 08.54 AM IST"
The Economic Times,META,Meta fires 20 employees over data leaks: Report,"28 Feb, 2025, 10.51 AM IST"
The Economic Times,META,"Meta to open India office, hire for engineering and AI roles in Bengaluru","23 Feb, 2025, 04.04 PM IST"
The Economic Times,META,Canada regulator to impose fee on Google for online news law's operating costs,"27 Feb, 2025, 02.56 PM IST"
The Economic Times,META,Instagram may launch Reels as separate app: Report,"27 Feb, 2025, 07.59 AM IST"
The Economic Times,META,Italy extends big tech tax probe to Musk's X social network,"25 Feb, 2025, 10.00 PM IST"
The Economic Times,META,Reddit unveils new content moderation and analytics tools to boost user engagement,"07 Mar, 2025, 08.01 AM IST"
The Economic Times,META,US House panel subpoenas Alphabet over content moderation,"07 Mar, 2025, 07.06 AM IST"
The Economic Times,META,Meta accused of targeting expectant mothers with distressing Ads: Senator Hawley grills ex-Meta whistleblower,"10 Apr, 2025, 12.27 PM IST"
The Economic Times,META,"The return of Digg, a star of an earlier internet era","06 Mar, 2025, 11.40 AM IST"
The Economic Times,META,Google leans further into AI-generated overviews for its search engine,"05 Mar, 2025, 11.53 PM IST"
The Economic Times,META,Meta CTO tells staff to quit if unhappy with new company policies,"17 Feb, 2025, 10.09 AM IST"
The Economic Times,META,Apple launches new MacBook Air models with latest M4 chip,"05 Mar, 2025, 07.47 PM IST"
The Economic Times,META,Big tech opposes YouTube exemption from Australia's ban on social media for children,"05 Mar, 2025, 07.56 AM IST"
The Economic Times,META,Digital rights activists file complaints in Europe over Meta's targeted ads,"28 Feb, 2025, 10.16 AM IST"
The Economic Times,META,WhatsApp faces EU tech rules after reaching very large platform status,"19 Feb, 2025, 10.07 PM IST"
The Economic Times,META,Meta plans major investment into AI-powered humanoid robots,"14 Feb, 2025, 10.59 PM IST"
The Economic Times,META,WhatsApp down for many in the US; users report connectivity issues,"28 Feb, 2025, 09.45 PM IST"
The Economic Times,META,Mumbai entrepreneurs launch startup investment collective,"28 Feb, 2025, 07.25 PM IST"
The Economic Times,META,"Donald Trump admin to press ahead with Amazon, Meta antitrust cases","21 Feb, 2025, 07.49 AM IST"
The Economic Times,META,Apple faces likely French antitrust fine for privacy tool,"27 Feb, 2025, 07.49 PM IST"
The Economic Times,META,Meta to invest in multi-billion undersea cable project to strengthen global digital highways in the Indian Ocean region,"14 Feb, 2025, 11.06 PM IST"
The Economic Times,META,Meta prepares for layoffs on February 10: internal memo,"08 Feb, 2025, 10.54 AM IST"
The Economic Times,META,"Australian children able to bypass age limit set by social media platforms, report shows","19 Feb, 2025, 08.33 PM IST"
The Economic Times,META,Meta expands Instagram teen accounts to India with online safety features,"11 Feb, 2025, 03.20 PM IST"
The Economic Times,META,EU antitrust chief says Trump has upended Europe-US relations,"18 Feb, 2025, 08.06 PM IST"
The Economic Times,META,Meta agrees to pay $25 million to settle lawsuit from Donald Trump after Jan. 6 suspension,"30 Jan, 2025, 06.34 AM IST"
The Economic Times,META,Google CEO Sundar Pichai congratulates Meta on Llama 4 launch,"07 Apr, 2025, 12.29 PM IST"
The Economic Times,META,"ETtech Explainer: How Meta's Llama 4 stacks up against Chinese AI models Qwen, DeepSeek, and Manus AI","07 Apr, 2025, 12.34 PM IST"
The Economic Times,META,Snap beats profit estimates on strength in advertising platform,"05 Feb, 2025, 12.55 PM IST"
The Economic Times,META,IT ministry to extend deadline for feedback on draft DPDP rules by 15 days: Official,"14 Feb, 2025, 09.56 AM IST"
The Economic Times,META,Meta nears release of new AI model Llama 4 this month: Report,"04 Apr, 2025, 09.33 PM IST"
The Economic Times,META,"Facebook, TikTok harden EU commitment to tackle disinformation but not X","13 Feb, 2025, 07.03 PM IST"
The Economic Times,META,German regulator charges Apple with abuse of power over app tracking tool,"13 Feb, 2025, 05.31 PM IST"
The Economic Times,META,Elon Musk's X settles Donald Trump lawsuit,"13 Feb, 2025, 08.22 AM IST"
The Economic Times,META,AI Mission CEO pegs funding window for models at Rs 1500 crore,"12 Feb, 2025, 06.00 AM IST"
The Economic Times,META,Blackstone holds firm on data center investments despite DeepSeek turmoil,"30 Jan, 2025, 11.36 PM IST"
The Economic Times,META,Meta climbs and Microsoft falls as Wall Street ticks higher,"30 Jan, 2025, 08.17 PM IST"
The Economic Times,META,Meta begins testing ads on Threads in the US and Japan; aims for personalised ad experience,"25 Jan, 2025, 01.48 PM IST"
The Economic Times,META,"Meta tests ads on Threads, its alternative to X","25 Jan, 2025, 07.14 AM IST"
The Economic Times,META,Open source key to unlocking AI's potential: Mozilla,"10 Feb, 2025, 06.33 PM IST"
The Economic Times,META,Quick commerce majors are on a performance marketing spree now,"10 Feb, 2025, 06.00 AM IST"
The Economic Times,META,NCLAT stays CCI order on WhatsApp-Meta data sharing ban,"23 Jan, 2025, 07.25 PM IST"
The Economic Times,META,"Trump's AI ambition, China's DeepSeek overshadow AI summit in Paris","09 Feb, 2025, 02.12 PM IST"
The Economic Times,META,"Big corporates to lead way in adopting AI, data analytics: Report","09 Feb, 2025, 08.46 AM IST"
The Economic Times,META,What DeepSeek? Big tech keeps its AI building boom alive,"09 Feb, 2025, 08.10 AM IST"
The Economic Times,META,How Sam Altman sidestepped Elon Musk to win over Donald Trump,"08 Feb, 2025, 09.38 PM IST"
The Economic Times,META,ISS urges Apple investors to vote against scrapping diversity policies,"08 Feb, 2025, 05.12 PM IST"
The Economic Times,META,DeepSeek’s rise proves disruption no longer reserved for richest players: Niti Aayog paper,"08 Feb, 2025, 06.00 AM IST"
The Economic Times,META,"Tech layoffs in 2025: Microsoft, Amazon, Indian startups ShareChat, Pocket FM continue job cuts","07 Feb, 2025, 10.19 AM IST"
The Economic Times,META,Meta to invest up to $65 billion in capital expenditure this year,"25 Jan, 2025, 11.39 AM IST"
The Economic Times,META,Snap elevates Asia Pacific president Ajit Mohan to chief business officer,"05 Feb, 2025, 11.39 AM IST"
The Economic Times,META,How a sale of TikTok would work and who might buy it,"05 Feb, 2025, 08.48 AM IST"
The Economic Times,META,Tech giants skip Brazil disinformation hearing,"23 Jan, 2025, 08.01 AM IST"
The Economic Times,META,Meta backs data analytics firm Databricks as AI boom attracts investors,"22 Jan, 2025, 11.51 PM IST"
The Economic Times,META,Do big tech companies have a 'duty of care' for users? A new report says they do - but leaves out key details,"04 Feb, 2025, 01.19 PM IST"
The Economic Times,META,Meta's 'Community Notes' model will not apply to paid ads,"17 Jan, 2025, 08.11 AM IST"
The Economic Times,META,"Facebook & Instagram down: Users report vanishing comments, login failures – What’s going on?","25 Mar, 2025, 08.18 PM IST"
The Economic Times,META,Meta will use fact checkers outside the US ‘for now’,"21 Jan, 2025, 04.13 PM IST"
The Economic Times,META,"Facebook, X, YouTube to do more against online hate speech, EU says","20 Jan, 2025, 06.25 PM IST"
The Economic Times,META,"How helpful is Operator, OpenAI's new AI agent?","02 Feb, 2025, 09.17 AM IST"
The Economic Times,META,LGBTQ+ creators brace for Meta's pro-Trump changes,"15 Jan, 2025, 06.03 PM IST"
The Economic Times,META,Meta's WhatsApp says Israeli spyware company Paragon targeted scores of users,"31 Jan, 2025, 07.45 PM IST"
The Economic Times,META,Mark Zuckerberg defends embrace of Donald Trump administration,"03 Feb, 2025, 08.38 AM IST"
The Economic Times,META,Trump ally UFC boss Dana White on Meta board; Big Tech cosies up to Republicans,"07 Jan, 2025, 03.46 PM IST"
The Economic Times,META,"NCLAT admits Meta, Whatsapp pleas against CCI's Rs 213.14-crore penalty over abuse of dominance","16 Jan, 2025, 03.45 PM IST"
The Economic Times,META,"Andhra to roll out 'WhatsApp governance' on January 30, offering 161 services","29 Jan, 2025, 06.24 PM IST"
The Economic Times,META,Meta’s fact-checking decision sets off alarm bells in India,"10 Jan, 2025, 08.35 AM IST"
The Economic Times,META,Meta India public policy head Thukral apologises for Zuckerberg's comment on 2024 polls,"15 Jan, 2025, 10.28 PM IST"
The Economic Times,META,Meta techie fired a day before bonus for sharing already public information with wife,"16 Mar, 2025, 10.03 PM IST"
The Economic Times,META,"Meta to lay off 3,600 low performers, focuses on AI and innovation","15 Jan, 2025, 09.47 AM IST"
The Economic Times,META,Explainer-What is DeepSeek and why is it disrupting the AI sector?,"27 Jan, 2025, 10.42 PM IST"
The Economic Times,META,US Supreme Court rebuffs Meta bid to avoid advertisers' lawsuit,"14 Jan, 2025, 08.03 AM IST"
The Economic Times,META,"Meta is planning to cut 5% of lowest performers, memo shows","14 Jan, 2025, 09.24 PM IST"
The Economic Times,META,"US Meta users report automatic re-follows of president, VP accounts","23 Jan, 2025, 07.58 AM IST"
The Economic Times,META,Meta adopts X's Community Notes: what it means for business,"08 Jan, 2025, 03.27 PM IST"
The Economic Times,META,Meta ending fact-checks 'bad for democracy': Brazil,"09 Jan, 2025, 10.31 AM IST"
The Economic Times,META,Brazil issues 72-hour deadline to Meta over fact-checking practices,"11 Jan, 2025, 08.00 AM IST"
The Economic Times,META,President Biden blasts 'shameful' Meta decision to scrap US fact-checking,"11 Jan, 2025, 11.20 AM IST"
The Economic Times,META,Former Meta executives raise $15 million for AI assistant startup,"27 Mar, 2025, 05.55 PM IST"
The Economic Times,META,'Zuckerberg betrayed America to woo China': Ex-Meta exec Sarah Williams drops bomb,"10 Apr, 2025, 10.41 AM IST"
The Economic Times,META,Social media companies yet to take a final call on mechanics of parental consent,"24 Jan, 2025, 06.00 AM IST"
The Economic Times,META,"Meta plans paid subscription service for chatbot Meta AI, source says","28 Feb, 2025, 07.56 AM IST"
The Economic Times,META,Instagram courts TikTok stars during turbulent times,"23 Jan, 2025, 08.10 AM IST"
The Economic Times,META,Meta tightens teen safety rules: Live Streaming now requires parental approval for under-16 users,"09 Apr, 2025, 09.23 PM IST"
The Economic Times,META,Meta unveils new AI-driven marketing solutions to help brands accelerate growth,"26 Mar, 2025, 10.31 PM IST"
The Economic Times,META,Australia frets over Meta halt to US fact-checking,"09 Jan, 2025, 10.12 AM IST"
The Economic Times,META,"Meta’s Community Notes faces backlash over misinformation, accountability concerns","08 Jan, 2025, 04.18 PM IST"
The Economic Times,META,Authors hold London protest against Meta for 'stealing' work to train AI,"04 Apr, 2025, 10.21 PM IST"
The Economic Times,META,Meta to test showing eBay listings on Facebook Marketplace,"08 Jan, 2025, 06.17 PM IST"
The Economic Times,META,Meta shelves fact-checking in major policy reversal ahead of Trump administration,"07 Jan, 2025, 10.39 PM IST"
The Economic Times,META,"As Mark Zuckerberg loses over $27 billion in Trump's tariff crash, Facebook CEO buys posh mansion in Washington D.C for $23 million","08 Apr, 2025, 09.33 PM IST"
The Economic Times,META,Mark Zuckerberg's Meta to test 'Community Notes' in US next week using Elon Musk's X algorithm,"13 Mar, 2025, 09.49 PM IST"
The Economic Times,META,Tech billionaires take center stage at Donald Trump inauguration,"21 Jan, 2025, 08.00 AM IST"
The Economic Times,META,Inside Mark Zuckerberg's sprint to remake Meta for the Donald Trump era,"12 Jan, 2025, 10.03 AM IST"
The Economic Times,META,Meta to launch generative AI assistant in the EU: Statement,"21 Mar, 2025, 07.41 AM IST"
The Economic Times,META,NCLAT to hear Meta's plea against fair trade regulator's penalty on Jan 16,"06 Jan, 2025, 03.10 PM IST"
The Economic Times,META,"OpenAI, Meta, Uber CEOs to attend Trump inauguration events","11 Jan, 2025, 05.38 PM IST"
The Economic Times,META,"Instagram debuts new video-editing app Edits, as TikTok deals with a ban","20 Jan, 2025, 12.12 PM IST"
The Economic Times,META,Artificial intelligence professionals are now venture capital must-haves,"08 Apr, 2025, 06.00 AM IST"
The Economic Times,META,"Meta, Amazon scale back diversity programs ahead of Trump inauguration","11 Jan, 2025, 08.29 AM IST"
The Economic Times,META,Meta policy reversal puts question mark on future of fact-checking,"10 Jan, 2025, 10.46 PM IST"
The Economic Times,META,"EU reassesses tech probes into Apple, Google and Meta, Financial Times reports","14 Jan, 2025, 02.53 PM IST"
The Economic Times,META,"Meta knew it used pirated books to train AI, authors say","10 Jan, 2025, 08.27 AM IST"
The Economic Times,META,No more fact-checking for Meta. How will this change media - and the pursuit of truth?,"09 Jan, 2025, 12.10 PM IST"
The Economic Times,META,India partners with Meta on digital consumer protection initiative,"18 Mar, 2025, 09.59 PM IST"
The Economic Times,META,Disinformation experts slam Meta decision to end US fact-checking,"08 Jan, 2025, 08.22 AM IST"
The Economic Times,META,"OpenAI, Meta in talks with Reliance for AI partnerships: Report","23 Mar, 2025, 04.37 PM IST"
The Economic Times,META,Meta insider claims Mark Zuckerberg requested Xi Jinping to name his unborn child. What is part of Meta's China strategy?,"17 Mar, 2025, 08.17 PM IST"
The Economic Times,META,"Dana White, CEO of Ultimate Fighting Championship, joins Meta's board","07 Jan, 2025, 08.42 AM IST"
The Economic Times,META,A possible TikTok ban is just days away: What are available alternatives?,"15 Jan, 2025, 06.21 PM IST"
The Economic Times,META,"Jeff Bezos, Elon Musk, Mark Zuckerberg to attend Donald Trump's swearing-in","20 Jan, 2025, 10.52 AM IST"
The Economic Times,META,Mark Zuckerberg to cohost reception with Republican billionaires for Trump inauguration,"15 Jan, 2025, 10.14 AM IST"
The Economic Times,META,Facebook-owner Meta didn’t want you to read the book ‘Careless People’ by ex-employee Sarah Wynn-Williams; now it’s topping bestseller charts nationwide,"21 Mar, 2025, 08.40 PM IST"
The Economic Times,META,Elon Musk lost $11B—and he wasn’t even the biggest loser: Trump’s tariffs obliterate $208B in billionaire wealth,"05 Apr, 2025, 08.25 AM IST"
The Economic Times,META,EU says Trump arrival will not impact Big Tech cases,"14 Jan, 2025, 05.49 PM IST"
The Economic Times,META,"As LA fights fires, Australian official urges more help from social media platforms","14 Jan, 2025, 01.29 PM IST"
The Economic Times,META,Microsoft's AI division head wants to create a lasting relationship between chatbots and their users,"04 Apr, 2025, 11.42 PM IST"
The Economic Times,META,"OpenAI to release o3, o4-mini ahead of GPT-5 launch later this year","04 Apr, 2025, 10.07 PM IST"
The Economic Times,META,'Disappointing': Ashwini Vaishnaw reacts to Mark Zuckerberg's incorrect claim on Lok Sabha elections,"13 Jan, 2025, 07.11 PM IST"
The Economic Times,META,Mark Zuckerberg on Joe Rogan podcast: Most companies need more ‘masculine energy’,"13 Jan, 2025, 05.00 PM IST"
The Economic Times,META,Meta unveils AI-driven ad tools to enhance sales for e-commerce and retail brands,"04 Apr, 2025, 03.45 PM IST"
The Economic Times,META,"'Copycat': Elon Musk, X users react to Meta introducing Community Notes","08 Jan, 2025, 04.03 PM IST"
The Economic Times,META,"OpenAI copyright lawsuits from New York Times, authors consolidated in Manhattan","04 Apr, 2025, 01.04 PM IST"
The Economic Times,META,Meta begins testing its first in-house AI training chip,"11 Mar, 2025, 03.48 PM IST"
The Economic Times,META,Apple wants to keep diversity programs disavowed by other US firms,"12 Jan, 2025, 10.19 PM IST"
The Economic Times,META,"US tech, retail stocks lead rout after Trump's tariff blow; Apple shares down 9%, Amazon 7%","03 Apr, 2025, 07.26 PM IST"
The Economic Times,META,"Mark Zuckerberg talks masculine energy, Biden’s pressure on Joe Rogan’s podcast","14 Jan, 2025, 11.05 AM IST"
The Economic Times,META,Mark Zuckerberg reveals Biden administration coerced Facebook into censoring content on Covid vaccine,"11 Jan, 2025, 09.51 AM IST"
The Economic Times,META,Regulating online hate speech 'not censorship': UN rights chief,"10 Jan, 2025, 06.18 PM IST"
The Economic Times,META,Apple complains Meta requests risk privacy in spat over EU efforts to widen access to iPhone tech,"19 Dec, 2024, 11.17 PM IST"
The Economic Times,META,TikTok is facing legal backlash around the world,"09 Jan, 2025, 11.55 AM IST"
The Economic Times,META,US tech titans ramp up pressure on EU,"09 Jan, 2025, 09.02 AM IST"
The Economic Times,META,What is Community Notes and how does it differ from content moderation?,"09 Jan, 2025, 06.00 AM IST"
The Economic Times,META,"Iran lifts ban on WhatsApp and Google Play, state media says","24 Dec, 2024, 10.14 PM IST"
The Economic Times,META,"Mark Zuckerberg's political evolution, from apologies to no more apologies","08 Jan, 2025, 02.03 PM IST"
The Economic Times,META,"Meet the next fact-checker, debunker and moderator: You","08 Jan, 2025, 11.58 AM IST"
The Economic Times,META,Big tech rolls out the red carpet for Trump,"08 Jan, 2025, 08.31 AM IST"
The Economic Times,META,Meta is in a spot of bother as ChatGPT comes to WhatsApp,"24 Dec, 2024, 06.00 AM IST"
The Economic Times,META,Nick Clegg leaves Meta global policy team after six years,"03 Jan, 2025, 07.08 AM IST"
The Economic Times,META,Apple hits out at Meta's numerous interoperability requests,"19 Dec, 2024, 08.05 AM IST"
The Economic Times,META,Ireland fines Meta $263 million over Facebook hacks,"17 Dec, 2024, 08.42 PM IST"
The Economic Times,META,"In shift, OpenAI announces open AI model","01 Apr, 2025, 08.35 AM IST"
The Economic Times,META,Bluesky finds with growth comes growing pains - and bots,"22 Dec, 2024, 06.48 PM IST"
The Economic Times,META,"Instagram, Facebook down: Common problems people are facing with Meta-owned platforms","26 Mar, 2025, 01.49 AM IST"
The Economic Times,META,Google pays Canada media Can$100 million to use content,"04 Jan, 2025, 07.15 AM IST"
The Economic Times,META,CCI confirms Apple’s anti-competitive practices in app store probe,"03 Jan, 2025, 04.36 PM IST"
The Economic Times,META,Black Box headed for next phase of growth with revamped GTM strategy: Ventura Securities,"03 Jan, 2025, 08.22 AM IST"
The Economic Times,META,"Meta taps Republican Joel Kaplan to lead global policy team, replacing Nick Clegg","03 Jan, 2025, 06.44 AM IST"
The Economic Times,META,"This smart LinkedIn trick helped a tech CEO land job offers at Meta, Microsoft & Google; here’s how you can use it too","29 Mar, 2025, 10.58 PM IST"
The Economic Times,META,Scale AI seeking valuation as high as $25 billion in potential tender offer: report,"29 Mar, 2025, 08.26 PM IST"
The Economic Times,META,Meta donates $1 million to Trump's inauguration fund,"13 Dec, 2024, 07.55 AM IST"
The Economic Times,META,Social media companies face global tug-of-war over free speech,"02 Jan, 2025, 08.59 AM IST"
The Economic Times,META,Govt’s UPI boost; Meta’s fact-checking makeover,"19 Mar, 2025, 07.49 PM IST"
The Economic Times,META,The men who use Instagram to groom child influencers,"02 Jan, 2025, 08.43 AM IST"
The Economic Times,META,EU privacy regulator fines Meta 251 million euros,"18 Dec, 2024, 09.52 AM IST"
The Economic Times,META,Meta secures legal victory against former employee over tell-all memoir,"13 Mar, 2025, 08.34 PM IST"
The Economic Times,META,Facebook-parent Meta settles with Australia's privacy watchdog over Cambridge Analytica lawsuit,"17 Dec, 2024, 09.58 AM IST"
The Economic Times,META,How AI is changing the way the world builds computers,"29 Mar, 2025, 07.44 AM IST"
The Economic Times,META,Is Mark Zuckerberg aligning Meta with Trump to target Apple? Why are Meta employees concerned?,"15 Feb, 2025, 01.08 AM IST"
The Economic Times,META,"Tit-for-tat tariffs looming, EU mulls concessions for US","29 Mar, 2025, 12.27 AM IST"
The Economic Times,META,"Samsung to launch new XR smart glasses this year, competing with Meta's Ray-Ban","27 Mar, 2025, 10.09 PM IST"
The Economic Times,META,Warren Buffett's $5 bn giveaway & billion-dollar divorces: Check interesting facts about world's richest individuals,"27 Mar, 2025, 03.57 PM IST"
The Economic Times,META,"Better Nutrition secures Rs 10 crore funding from investors across Google, Meta, others","03 Apr, 2025, 12.51 PM IST"
The Economic Times,META,Australia asks tech giants to share revenue with local media outlets or cough up taxes,"12 Dec, 2024, 04.57 PM IST"
The Economic Times,META,Meta's winning streak erased as AI rivalry and recession fears hit hard; stock falls 4%,"11 Mar, 2025, 01.09 AM IST"
The Economic Times,META,Can you identify the people around me? Are they aliens? Jyotiraditya Scindia asks Ray-Ban Meta AI glasses — watch what happens next,"04 Mar, 2025, 12.59 PM IST"
The Economic Times,META,Meta pushes zero-carbon energy strategy with solar deal,"05 Dec, 2024, 11.53 PM IST"
The Economic Times,META,"Whatsapp, Instagram, and Facebook down globally","12 Dec, 2024, 04.11 PM IST"
The Economic Times,META,2024 in Review: How governments tried to rein in the social media beast,"28 Dec, 2024, 04.56 PM IST"
The Economic Times,META,Groww’s pre-IPO dough; Big Tech’s India win,"26 Mar, 2025, 07.42 AM IST"
The Economic Times,META,Meta apologises after disturbing and violent videos flood Instagram feeds of users,"28 Feb, 2025, 01.04 AM IST"
The Economic Times,META,Meta doubles down on political ads that use AI ahead of Canada elections,"20 Mar, 2025, 07.59 PM IST"
The Economic Times,META,"Meta tightens the belt as executive bonuses rise by 200% while employee stock grants shrink by 10%, claim reports","27 Feb, 2025, 09.54 PM IST"
The Economic Times,META,Tech and telecom companies seek sops for submarine cable infra,"26 Mar, 2025, 09.25 AM IST"
The Economic Times,META,Brussels probes Google-Meta secret ads deal targeting teens: reports,"10 Dec, 2024, 11.00 AM IST"
The Economic Times,META,"Under pressure, Telegram pulls off an elusive milestone: a profit","26 Dec, 2024, 08.40 AM IST"
The Economic Times,MSFT,Skype shutdown: Microsoft's billion-dollar bet fails to keep pace,"02 Mar, 2025, 01.27 PM IST"
The Economic Times,MSFT,AI development faces risk of entrenched bias due to underrepresentation of women: Microsoft executive,"10 Mar, 2025, 11.30 AM IST"
The Economic Times,MSFT,Skype's final call set for May as Microsoft prioritises Teams,"28 Feb, 2025, 07.47 PM IST"
The Economic Times,MSFT,"Microsoft shelves AI data-center deals in sign of potential oversupply, analyst says","24 Feb, 2025, 10.13 PM IST"
The Economic Times,MSFT,"CoreWeave wins $12 billion cloud contract from OpenAI ahead of IPO, sources say","11 Mar, 2025, 01.14 AM IST"
The Economic Times,MSFT,UK says Microsoft-OpenAI partnership does not need antitrust investigation,"05 Mar, 2025, 07.41 PM IST"
The Economic Times,MSFT,Industry groups urge quick adoption of EU cybersecurity label that favours Big Tech,"01 Mar, 2025, 10.49 AM IST"
The Economic Times,MSFT,Elon Musk lauds Microsoft’s quantum leap with Majorana 1,"21 Feb, 2025, 06.42 PM IST"
The Economic Times,MSFT,Microsoft will urge Trump to overhaul curbs on AI chip exports: report,"27 Feb, 2025, 05.47 PM IST"
The Economic Times,MSFT,"Malaysia discussing response to US chip tariffs with companies, minister says","06 Mar, 2025, 01.29 PM IST"
The Economic Times,MSFT,Apple launches new MacBook Air models with latest M4 chip,"05 Mar, 2025, 07.47 PM IST"
The Economic Times,MSFT,Microsoft to invest $700 million in Poland: Polish PM,"17 Feb, 2025, 03.02 PM IST"
The Economic Times,MSFT,AI unlocks market opportunities for BPMs: WNS,"04 Mar, 2025, 06.00 AM IST"
The Economic Times,MSFT,Microsoft invests in cloud data firm Veeam Software to build AI products,"25 Feb, 2025, 07.44 PM IST"
The Economic Times,MSFT,ETtech Explainer: Microsoft’s ‘new state of matter’ chips offer a quantum leap in tech,"21 Feb, 2025, 06.01 AM IST"
The Economic Times,MSFT,"Microsoft unveils chip, claiming quantum computers are just years away, not decades","19 Feb, 2025, 09.42 PM IST"
The Economic Times,MSFT,Google and Microsoft expand footprint in Telangana with new investments,"13 Feb, 2025, 08.08 PM IST"
The Economic Times,MSFT,Meta fires 20 employees over data leaks: Report,"28 Feb, 2025, 10.51 AM IST"
The Economic Times,MSFT,Meta in talks to raise $35 billion for data-center financing led by Apollo,"28 Feb, 2025, 08.54 AM IST"
The Economic Times,MSFT,We missed…the biggest business model on the web: Microsoft CEO Satya Nadella,"25 Feb, 2025, 03.04 PM IST"
The Economic Times,MSFT,EDP Renewables signs virtual power purchase agreement with Microsoft,"10 Feb, 2025, 09.24 PM IST"
The Economic Times,MSFT,"OpenAI CEO Sam Altman welcomes baby boy, expresses ‘never felt such love’","23 Feb, 2025, 08.12 AM IST"
The Economic Times,MSFT,Quantum computing stocks rise as Microsoft's new chip heats up debate over technology,"20 Feb, 2025, 07.37 PM IST"
The Economic Times,MSFT,Amazon to stop support for communications service Chime next year,"20 Feb, 2025, 08.10 AM IST"
The Economic Times,MSFT,French antitrust agency probing Microsoft over Bing access : Report,"10 Feb, 2025, 10.25 PM IST"
The Economic Times,MSFT,"Microsoft, Nvidia, the tech giants taking a quieter approach to Trump","09 Feb, 2025, 07.52 AM IST"
The Economic Times,MSFT,Anduril takes over Microsoft's $22 billion US Army headset program,"12 Feb, 2025, 10.54 AM IST"
The Economic Times,MSFT,"Microsoft shares slide 5% as cloud forecast, AI spending disappoint","30 Jan, 2025, 07.16 AM IST"
The Economic Times,MSFT,Microsoft results disappoint investors wanting more from AI,"30 Jan, 2025, 06.58 AM IST"
The Economic Times,MSFT,"Facebook, TikTok harden EU commitment to tackle disinformation but not X","13 Feb, 2025, 07.03 PM IST"
The Economic Times,MSFT,Google loses second India policy head in as many years,"13 Feb, 2025, 06.00 PM IST"
The Economic Times,MSFT,"Amazon, echoing Microsoft, says it can’t keep up with AI demand","07 Feb, 2025, 07.30 AM IST"
The Economic Times,MSFT,Meta climbs and Microsoft falls as Wall Street ticks higher,"30 Jan, 2025, 08.17 PM IST"
The Economic Times,MSFT,Anthropic sees revenue potentially soaring to $34.5 billion in 2027,"13 Feb, 2025, 09.02 AM IST"
The Economic Times,MSFT,Indian-American techie shouts 'Shame on you' to Microsoft bosses days before her resignation: Who is Vaniya Agrawal?,"07 Apr, 2025, 04.23 PM IST"
The Economic Times,MSFT,Blackstone holds firm on data center investments despite DeepSeek turmoil,"30 Jan, 2025, 11.36 PM IST"
The Economic Times,MSFT,Microsoft integrates DeepSeek AI models into Copilot+ PCs and Azure amid competition concerns,"30 Jan, 2025, 09.57 PM IST"
The Economic Times,MSFT,Donald Trump says Microsoft is in talks to acquire TikTok,"28 Jan, 2025, 02.15 PM IST"
The Economic Times,MSFT,"Trump's AI ambition, China's DeepSeek overshadow AI summit in Paris","09 Feb, 2025, 02.12 PM IST"
The Economic Times,MSFT,"Big corporates to lead way in adopting AI, data analytics: Report","09 Feb, 2025, 08.46 AM IST"
The Economic Times,MSFT,What DeepSeek? Big tech keeps its AI building boom alive,"09 Feb, 2025, 08.10 AM IST"
The Economic Times,MSFT,How Sam Altman sidestepped Elon Musk to win over Donald Trump,"08 Feb, 2025, 09.38 PM IST"
The Economic Times,MSFT,"Tech layoffs in 2025: Microsoft, Amazon, Indian startups ShareChat, Pocket FM continue job cuts","07 Feb, 2025, 10.19 AM IST"
The Economic Times,MSFT,Perfios acquires fraud detection platform Clari5,"07 Feb, 2025, 09.30 AM IST"
The Economic Times,MSFT,Democratic US senators question Google and Microsoft's AI deals,"08 Apr, 2025, 06.14 PM IST"
The Economic Times,MSFT,"OpenAI eyeing more data centers in Texas, other states for Stargate: Report","06 Feb, 2025, 11.10 PM IST"
The Economic Times,MSFT,How a sale of TikTok would work and who might buy it,"05 Feb, 2025, 08.48 AM IST"
The Economic Times,MSFT,Microsoft halts hiring in US consulting unit as cost-cutting measure: Reports,"15 Jan, 2025, 07.39 AM IST"
The Economic Times,MSFT,"Salesforce cuts 1,000 jobs amid ongoing tech layoffs: Report","05 Feb, 2025, 06.23 PM IST"
The Economic Times,MSFT,ETtech Explainer: How OpenAI is moving the needle with new 'deep research' tool,"04 Feb, 2025, 06.00 AM IST"
The Economic Times,MSFT,Microsoft CEO Satya Nadella calls himself product of India-US bond,"28 Jan, 2025, 08.58 AM IST"
